match_date,team1,team2,winner,margin,ground,scorecard,team1_mahadasha_lord,team1_mahadasha_lord_dignity,team1_mahadasha_lord_score,team1_antardasha_lord,team1_antardasha_lord_dignity,team1_antardasha_lord_score,team1_agreement_classification,team1_moon_rashi,team1_moon_nakshatra,team2_mahadasha_lord,team2_mahadasha_lord_dignity,team2_mahadasha_lord_score,team2_antardasha_lord,team2_antardasha_lord_dignity,team2_antardasha_lord_score,team2_agreement_classification,team2_moon_rashi,team2_moon_nakshatra
2019-01-03,New Zealand,Sri Lanka,New Zealand,45 runs,Mount Maunganui,ODI # 4074,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,mars,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2019-01-04,New Zealand,Sri Lanka,New Zealand,21 runs,Mount Maunganui,ODI # 4075,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,mars,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2019-01-05,New Zealand,Sri Lanka,New Zealand,115 runs,Nelson,ODI # 4076,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,mars,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2019-01-06,Australia,India,Australia,34 runs,Sydney,ODI # 4077,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya
2019-01-07,Australia,India,India,6 wickets,Adelaide,ODI # 4078,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya
2019-01-08,Australia,India,India,7 wickets,Melbourne,ODI # 4079,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya
2019-01-09,South Africa,Pakistan,Pakistan,5 wickets,Gqeberha,ODI # 4080,moon,NEUTRAL,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Kumbha,Dhanishta,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-01-10,South Africa,Pakistan,South Africa,5 wickets,Durban,ODI # 4081,moon,NEUTRAL,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Kumbha,Dhanishta,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-01-11,New Zealand,India,India,8 wickets,Napier,ODI # 4082,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya
2019-01-12,U.A.E.,Nepal,U.A.E.,3 wickets,ICCA Dubai,ODI # 4083,jupiter,NEUTRAL,1.5,moon,EXALTED,3.5,Strong,Vrishabha,Krittika,moon,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Mesha,Krittika
2019-01-13,South Africa,Pakistan,South Africa,13 runs,Centurion,ODI # 4084,moon,NEUTRAL,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Kumbha,Dhanishta,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-01-14,New Zealand,India,India,90 runs,Mount Maunganui,ODI # 4085,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya
2019-01-15,U.A.E.,Nepal,Nepal,145 runs,ICCA Dubai,ODI # 4086,jupiter,NEUTRAL,1.5,moon,EXALTED,3.5,Strong,Vrishabha,Krittika,moon,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Mesha,Krittika
2019-01-16,South Africa,Pakistan,Pakistan,8 wickets,Johannesburg,ODI # 4087,moon,NEUTRAL,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Kumbha,Dhanishta,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-01-17,New Zealand,India,India,7 wickets,Mount Maunganui,ODI # 4088,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya
2019-01-18,U.A.E.,Nepal,Nepal,4 wickets,ICCA Dubai,ODI # 4089,jupiter,NEUTRAL,1.5,moon,EXALTED,3.5,Strong,Vrishabha,Krittika,moon,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Mesha,Krittika
2019-01-19,South Africa,Pakistan,South Africa,7 wickets,Cape Town,ODI # 4090,moon,NEUTRAL,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Kumbha,Dhanishta,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-01-20,New Zealand,India,New Zealand,8 wickets,Hamilton,ODI # 4091,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya
2019-01-21,New Zealand,India,India,35 runs,Wellington,ODI # 4092,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya
2019-02-13,New Zealand,Bangladesh,New Zealand,8 wickets,Napier,ODI # 4093,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,ketu,N/A,0.5,rahu,N/A,-0.5,Tradition-specific,Kumbha,Purva Bhadrapada
2019-02-16,New Zealand,Bangladesh,New Zealand,8 wickets,Christchurch,ODI # 4094,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,ketu,N/A,0.5,rahu,N/A,-0.5,Tradition-specific,Kumbha,Purva Bhadrapada
2019-02-20,New Zealand,Bangladesh,New Zealand,88 runs,Dunedin,ODI # 4095,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,ketu,N/A,0.5,rahu,N/A,-0.5,Tradition-specific,Kumbha,Purva Bhadrapada
2019-02-28,Afghanistan,Ireland,Afghanistan,5 wickets,Dehradun,ODI # 4100,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika,sun,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mithuna,Ardra
2019-03-02,Afghanistan,Ireland,no result,-,Dehradun,ODI # 4101,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika,sun,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mithuna,Ardra
2019-03-02,India,Australia,India,6 wickets,Hyderabad,ODI # 4102,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani
2019-03-03,South Africa,Sri Lanka,South Africa,8 wickets,Johannesburg,ODI # 4104,moon,NEUTRAL,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Kumbha,Dhanishta,mars,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2019-03-05,Afghanistan,Ireland,Ireland,4 wickets,Dehradun,ODI # 4105,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika,sun,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mithuna,Ardra
2019-03-05,India,Australia,India,8 runs,Nagpur,ODI # 4106,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani
2019-03-06,South Africa,Sri Lanka,South Africa,113 runs,Centurion,ODI # 4107,moon,NEUTRAL,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Kumbha,Dhanishta,mars,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2019-03-08,Afghanistan,Ireland,Afghanistan,109 runs,Dehradun,ODI # 4108,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika,sun,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mithuna,Ardra
2019-03-08,India,Australia,Australia,32 runs,Ranchi,ODI # 4109,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani
2019-03-10,Afghanistan,Ireland,Ireland,5 wickets,Dehradun,ODI # 4110,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika,sun,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mithuna,Ardra
2019-03-10,India,Australia,Australia,4 wickets,Mohali,ODI # 4111,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani
2019-03-10,South Africa,Sri Lanka,South Africa,71 runs,Durban,ODI # 4112,moon,NEUTRAL,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Kumbha,Dhanishta,mars,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2019-03-13,India,Australia,Australia,35 runs,Delhi,ODI # 4113,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani
2019-03-13,South Africa,Sri Lanka,South Africa,6 wickets,Gqeberha,ODI # 4114,moon,NEUTRAL,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Kumbha,Dhanishta,mars,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2019-03-16,South Africa,Sri Lanka,South Africa,41 runs,Cape Town,ODI # 4115,moon,NEUTRAL,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Kumbha,Dhanishta,mars,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2019-03-22,Australia,Pakistan,Australia,8 wickets,Sharjah,ODI # 4116,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-03-24,Australia,Pakistan,Australia,8 wickets,Sharjah,ODI # 4117,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-03-27,Australia,Pakistan,Australia,80 runs,Abu Dhabi,ODI # 4118,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-03-29,Australia,Pakistan,Australia,6 runs,Dubai (DSC),ODI # 4119,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-03-31,Australia,Pakistan,Australia,20 runs,Dubai (DSC),ODI # 4120,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-04-01,Zimbabwe,U.A.E.,Zimbabwe,7 wickets,Harare,ODI # 4121,jupiter,NEUTRAL,-0.5,mercury,DEBILITATED,-1.5,Strong,Vrishabha,Rohini,jupiter,NEUTRAL,1.5,moon,EXALTED,3.5,Strong,Vrishabha,Krittika
2019-04-02,Zimbabwe,U.A.E.,Zimbabwe,4 runs,Harare,ODI # 4122,jupiter,NEUTRAL,-0.5,mercury,DEBILITATED,-1.5,Strong,Vrishabha,Rohini,jupiter,NEUTRAL,1.5,moon,EXALTED,3.5,Strong,Vrishabha,Krittika
2019-04-03,Zimbabwe,U.A.E.,Zimbabwe,131 runs,Harare,ODI # 4123,jupiter,NEUTRAL,-0.5,mercury,DEBILITATED,-1.5,Strong,Vrishabha,Rohini,jupiter,NEUTRAL,1.5,moon,EXALTED,3.5,Strong,Vrishabha,Krittika
2019-04-04,Zimbabwe,U.A.E.,Zimbabwe,3 wickets,Harare,ODI # 4124,jupiter,NEUTRAL,-0.5,mercury,DEBILITATED,-1.5,Strong,Vrishabha,Rohini,jupiter,NEUTRAL,1.5,moon,EXALTED,3.5,Strong,Vrishabha,Krittika
2019-04-05,Namibia,Oman,Namibia,145 runs,Windhoek,ODI # 4125,mars,EXALTED,1.5,ketu,N/A,-1.5,Tradition-specific,Dhanu,Purva Ashadha,venus,NEUTRAL,1.5,sun,NEUTRAL,0.5,Contradictory,Meena,Purva Bhadrapada
2019-04-06,P.N.G.,U.S.A.,P.N.G.,5 wickets,Windhoek,ODI # 4126,jupiter,OWN_SIGN,1.5,mercury,EXALTED,3.5,Moderate,Makara,Uttara Ashadha,mars,NEUTRAL,0.5,mercury,NEUTRAL,1.5,Insufficient,Makara,Dhanishta
2019-04-07,Ireland,England,England,4 wickets,Dublin (Malahide),ODI # 4127,sun,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mithuna,Ardra,rahu,N/A,0.5,saturn,NEUTRAL,-1.5,Strong,Mithuna,Punarvasu
2019-04-10,England,Pakistan,no result,-,The Oval,ODI # 4130,rahu,N/A,0.5,saturn,NEUTRAL,-1.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-05-11,England,Pakistan,England,12 runs,Southampton,ODI # 4133,rahu,N/A,0.5,saturn,NEUTRAL,-1.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-05-14,England,Pakistan,England,6 wickets,Bristol,ODI # 4135,rahu,N/A,0.5,saturn,NEUTRAL,-1.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-05-15,Ireland,Bangladesh,Bangladesh,6 wickets,Dublin,ODI # 4136,sun,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mithuna,Ardra,ketu,N/A,0.5,rahu,N/A,-0.5,Tradition-specific,Kumbha,Purva Bhadrapada
2019-05-17,England,Pakistan,England,3 wickets,Nottingham,ODI # 4138,rahu,N/A,0.5,saturn,NEUTRAL,-1.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-05-19,Ireland,Afghanistan,Ireland,72 runs,Belfast,ODI # 4139,sun,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mithuna,Ardra,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika
2019-05-19,England,Pakistan,England,54 runs,Leeds,ODI # 4140,rahu,N/A,0.5,saturn,NEUTRAL,-1.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-05-21,Ireland,Afghanistan,Afghanistan,126 runs,Belfast,ODI # 4141,sun,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mithuna,Ardra,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika
2019-05-30,England,South Africa,England,104 runs,The Oval,ODI # 4143,rahu,N/A,0.5,saturn,NEUTRAL,-1.5,Strong,Mithuna,Punarvasu,moon,NEUTRAL,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Kumbha,Dhanishta
2019-06-01,New Zealand,Sri Lanka,New Zealand,10 wickets,Cardiff,ODI # 4145,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,mars,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2019-06-01,Afghanistan,Australia,Australia,7 wickets,Bristol,ODI # 4146,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani
2019-06-02,Bangladesh,South Africa,Bangladesh,21 runs,The Oval,ODI # 4147,ketu,N/A,0.5,rahu,N/A,-0.5,Tradition-specific,Kumbha,Purva Bhadrapada,moon,NEUTRAL,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Kumbha,Dhanishta
2019-06-03,England,Pakistan,Pakistan,14 runs,Nottingham,ODI # 4148,rahu,N/A,0.5,saturn,NEUTRAL,-1.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-06-04,Afghanistan,Sri Lanka,Sri Lanka,34 runs,Cardiff,ODI # 4149,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika,mars,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2019-06-05,India,South Africa,India,6 wickets,Southampton,ODI # 4150,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya,moon,NEUTRAL,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Kumbha,Dhanishta
2019-06-05,Bangladesh,New Zealand,New Zealand,2 wickets,The Oval,ODI # 4151,ketu,N/A,0.5,rahu,N/A,-0.5,Tradition-specific,Kumbha,Purva Bhadrapada,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani
2019-06-08,England,Bangladesh,England,106 runs,Cardiff,ODI # 4153,rahu,N/A,0.5,saturn,NEUTRAL,-1.5,Strong,Mithuna,Punarvasu,ketu,N/A,0.5,rahu,N/A,-0.5,Tradition-specific,Kumbha,Purva Bhadrapada
2019-06-08,Afghanistan,New Zealand,New Zealand,7 wickets,Taunton,ODI # 4154,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani
2019-06-09,Australia,India,India,36 runs,The Oval,ODI # 4155,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya
2019-06-12,Australia,Pakistan,Australia,41 runs,Taunton,ODI # 4157,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-06-15,Australia,Sri Lanka,Australia,87 runs,The Oval,ODI # 4159,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,mars,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2019-06-15,Afghanistan,South Africa,South Africa,9 wickets,Cardiff,ODI # 4160,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika,moon,NEUTRAL,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Kumbha,Dhanishta
2019-06-16,India,Pakistan,India,89 runs,Manchester,ODI # 4161,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-06-18,England,Afghanistan,England,150 runs,Manchester,ODI # 4163,rahu,N/A,0.5,saturn,NEUTRAL,-1.5,Strong,Mithuna,Punarvasu,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika
2019-06-19,Netherlands,Zimbabwe,Netherlands,7 wickets,Deventer,ODI # 4164,mercury,DEBILITATED,-0.5,rahu,N/A,-1.5,Tradition-specific,Vrishabha,Krittika,jupiter,NEUTRAL,-0.5,mercury,DEBILITATED,-1.5,Strong,Vrishabha,Rohini
2019-06-19,New Zealand,South Africa,New Zealand,4 wickets,Birmingham,ODI # 4165,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,moon,NEUTRAL,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Kumbha,Dhanishta
2019-06-20,Australia,Bangladesh,Australia,48 runs,Nottingham,ODI # 4166,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,ketu,N/A,0.5,rahu,N/A,-0.5,Tradition-specific,Kumbha,Purva Bhadrapada
2019-06-21,Netherlands,Zimbabwe,Netherlands,3 wickets,Deventer,ODI # 4167,mercury,DEBILITATED,-0.5,rahu,N/A,-1.5,Tradition-specific,Vrishabha,Krittika,jupiter,NEUTRAL,-0.5,mercury,DEBILITATED,-1.5,Strong,Vrishabha,Rohini
2019-06-21,England,Sri Lanka,Sri Lanka,20 runs,Leeds,ODI # 4168,rahu,N/A,0.5,saturn,NEUTRAL,-1.5,Strong,Mithuna,Punarvasu,mars,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2019-06-22,Afghanistan,India,India,11 runs,Southampton,ODI # 4169,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya
2019-06-23,Pakistan,South Africa,Pakistan,49 runs,Lord's,ODI # 4171,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra,moon,NEUTRAL,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Kumbha,Dhanishta
2019-06-24,Afghanistan,Bangladesh,Bangladesh,62 runs,Southampton,ODI # 4172,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika,ketu,N/A,0.5,rahu,N/A,-0.5,Tradition-specific,Kumbha,Purva Bhadrapada
2019-06-25,England,Australia,Australia,64 runs,Lord's,ODI # 4173,rahu,N/A,0.5,saturn,NEUTRAL,-1.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani
2019-06-26,New Zealand,Pakistan,Pakistan,6 wickets,Birmingham,ODI # 4174,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-06-28,South Africa,Sri Lanka,South Africa,9 wickets,Chester-le-Street,ODI # 4176,moon,NEUTRAL,1.5,saturn,DEBILITATED,-2.5,Strong,Kumbha,Dhanishta,mars,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2019-06-29,Afghanistan,Pakistan,Pakistan,3 wickets,Leeds,ODI # 4177,venus,DEBILITATED,-0.5,venus,DEBILITATED,-0.5,Strong,Vrishabha,Krittika,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-06-29,Australia,New Zealand,Australia,86 runs,Lord's,ODI # 4178,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani
2019-06-30,England,India,England,31 runs,Birmingham,ODI # 4179,rahu,N/A,0.5,saturn,NEUTRAL,-1.5,Strong,Mithuna,Punarvasu,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya
2019-07-01,Ireland,Zimbabwe,Ireland,4 wickets,Bready,ODI # 4181,sun,NEUTRAL,0.5,jupiter,NEUTRAL,0.5,Insufficient,Mithuna,Ardra,jupiter,NEUTRAL,-0.5,mercury,DEBILITATED,-1.5,Strong,Vrishabha,Rohini
2019-07-02,Bangladesh,India,India,28 runs,Birmingham,ODI # 4182,ketu,N/A,0.5,rahu,N/A,-0.5,Tradition-specific,Kumbha,Purva Bhadrapada,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya
2019-07-03,England,New Zealand,England,119 runs,Chester-le-Street,ODI # 4183,rahu,N/A,0.5,saturn,NEUTRAL,-1.5,Strong,Mithuna,Punarvasu,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani
2019-07-04,Ireland,Zimbabwe,Ireland,5 runs,Belfast,ODI # 4185,sun,NEUTRAL,0.5,jupiter,NEUTRAL,0.5,Insufficient,Mithuna,Ardra,jupiter,NEUTRAL,-0.5,mercury,DEBILITATED,-1.5,Strong,Vrishabha,Rohini
2019-07-05,Bangladesh,Pakistan,Pakistan,94 runs,Lord's,ODI # 4186,ketu,N/A,0.5,rahu,N/A,-0.5,Tradition-specific,Kumbha,Purva Bhadrapada,venus,NEUTRAL,0.5,jupiter,NEUTRAL,-0.5,Insufficient,Mithuna,Ardra
2019-07-06,India,Sri Lanka,India,7 wickets,Leeds,ODI # 4187,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya,mars,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha
2019-07-06,Australia,South Africa,South Africa,10 runs,Manchester,ODI # 4188,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani,moon,NEUTRAL,1.5,saturn,DEBILITATED,-2.5,Strong,Kumbha,Dhanishta
2019-07-07,Ireland,Zimbabwe,Ireland,6 wickets,Belfast,ODI # 4189,sun,NEUTRAL,0.5,jupiter,NEUTRAL,0.5,Insufficient,Mithuna,Ardra,jupiter,NEUTRAL,-0.5,mercury,DEBILITATED,-1.5,Strong,Vrishabha,Rohini
2019-07-09,India,New Zealand,New Zealand,18 runs,Manchester,ODI # 4190,moon,OWN_SIGN,1.5,jupiter,NEUTRAL,-0.5,Insufficient,Karka,Pushya,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani
2019-07-11,England,Australia,England,8 wickets,Birmingham,ODI # 4191,rahu,N/A,0.5,saturn,NEUTRAL,-1.5,Strong,Mithuna,Punarvasu,venus,NEUTRAL,0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani
2019-07-14,England,New Zealand,tied,-,Lord's,ODI # 4192,rahu,N/A,0.5,saturn,NEUTRAL,-1.5,Strong,Mithuna,Punarvasu,venus,DEBILITATED,-0.5,rahu,N/A,-0.5,Tradition-specific,Mesha,Bharani
2019-07-26,Sri Lanka,Bangladesh,Sri Lanka,91 runs,Colombo (RPS),ODI # 4193,mars,NEUTRAL,-0.5,saturn,NEUTRAL,0.5,Contradictory,Vrischika,Anuradha,ketu,N/A,0.5,rahu,N/A,-0.5,Tradition-specific,Kumbha,Purva Bhadrapada
